Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Prompt user for numbers until 0 is entered,"def input_until_zero_buggy():\n    num = int(input('Enter number (0 to exit): '))\n    while num != 0:\n        print('Number:', num)\n        # missing update of num",Common error from GeeksforGeeks Python while loop exercises,number is never updated in the loop,2,request numbers from the user until they provide 0,"def input_until_zero_buggy():
    x = int(input('Enter number (0 to exit): '))
    while x > 0 or x < 0:
        print('Number:', x)"
Prompt user for numbers until 0 is entered,"def input_until_zero_buggy():\n    num = int(input('Enter number (0 to exit): '))\n    while num != 0:\n        print('Number:', num)\n        # missing update of num",Common error from GeeksforGeeks Python while loop exercises,number is never updated in the loop,2,request numbers from the user until they provide 0,"def input_until_zero_buggy():
    number = int(input('Enter number (0 to exit): '))
    while bool(number):
        print('Number:', number)"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,Find the smallest multiple of 7 that exceeds n,"def first_multiple_7_buggy(n):
    i = n + 1
    while not (i % 7 == 0):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,Find the smallest multiple of 7 that exceeds n,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,Find the smallest multiple of 7 that exceeds n,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) > 0 or (i % 7) < 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,Find the smallest multiple of 7 that exceeds n,"def first_multiple_7_buggy(n):
    i = n + 1
    while bool(i % 7):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,Find the smallest multiple of 7 that exceeds n,"def first_multiple_7_buggy(n):
    i = n + 1
    while i - (i // 7) * 7 != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,determine the first number greater than n that is divisible by 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while not (i % 7 == 0):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,determine the first number greater than n that is divisible by 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,determine the first number greater than n that is divisible by 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) > 0 or (i % 7) < 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,determine the first number greater than n that is divisible by 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while bool(i % 7):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,determine the first number greater than n that is divisible by 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while i - (i // 7) * 7 != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,identify the next multiple of 7 after n,"def first_multiple_7_buggy(n):
    i = n + 1
    while not (i % 7 == 0):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,identify the next multiple of 7 after n,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,identify the next multiple of 7 after n,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) > 0 or (i % 7) < 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,identify the next multiple of 7 after n,"def first_multiple_7_buggy(n):
    i = n + 1
    while bool(i % 7):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,identify the next multiple of 7 after n,"def first_multiple_7_buggy(n):
    i = n + 1
    while i - (i // 7) * 7 != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,calculate the least value above n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while not (i % 7 == 0):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,calculate the least value above n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,calculate the least value above n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) > 0 or (i % 7) < 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,calculate the least value above n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while bool(i % 7):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,calculate the least value above n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while i - (i // 7) * 7 != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,locate the first integer larger than n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while not (i % 7 == 0):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,locate the first integer larger than n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) != 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,locate the first integer larger than n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while (i % 7) > 0 or (i % 7) < 0:
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,locate the first integer larger than n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while bool(i % 7):
        pass
    return i"
Find first multiple of 7 greater than n,def first_multiple_7_buggy(n):\n    i = n + 1\n    while i % 7 != 0:\n        pass\n    return i,Typical error in CodeNet beginner loop problems,i not incremented,2,locate the first integer larger than n that is a multiple of 7,"def first_multiple_7_buggy(n):
    i = n + 1
    while i - (i // 7) * 7 != 0:
        pass
    return i"
Calculate factorial of n,def factorial_buggy(n):\n    result = 1\n    while n > 1:\n        result *= n\n        n -= 2\n    return result,Inspired by classic factorial exercises,"decrement by 2, not 1",2,Compute the factorial of n,"def factorial_buggy(n):
    result = 1
    while 1 < n:
        result = n * result
        n = n - 2
    return result"
Calculate factorial of n,def factorial_buggy(n):\n    result = 1\n    while n > 1:\n        result *= n\n        n -= 2\n    return result,Inspired by classic factorial exercises,"decrement by 2, not 1",2,determine n factorial,"def factorial_buggy(n):
    result = 1
    while 1 < n:
        result = n * result
        n = n - 2
    return result"
Calculate factorial of n,def factorial_buggy(n):\n    result = 1\n    while n > 1:\n        result *= n\n        n -= 2\n    return result,Inspired by classic factorial exercises,"decrement by 2, not 1",2,find the value of n!,"def factorial_buggy(n):
    result = 1
    while 1 < n:
        result = n * result
        n = n - 2
    return result"
